21.6 , 60.2
21.6 , 59.9
Traceback (most recent call last):
  File "<stdin>", line 32, in <module>
KeyboardInterrupt: 
>
MicroPython v1.13 on 2020-09-11; ESP module with ESP8266
Type "help()" for more information.
>>> 
>>> 
>>> 
raw REPL; CTRL-B to exit
>21.6 , 59.9
21.7 , 59.8
21.6 , 60.0
21.6 , 59.8
21.6 , 59.7
21.6 , 60.1
21.6 , 59.9
21.6 , 59.8
21.7 , 59.7
21.7 , 59.7
21.6 , 59.7
21.6 , 59.7
21.6 , 59.7
21.7 , 59.7
21.7 , 59.6
21.6 , 59.7
21.7 , 59.6
21.6 , 59.6
21.7 , 59.6
21.6 , 59.6
21.6 , 59.6
21.6 , 59.6
21.5 , 59.7
21.5 , 59.8
21.5 , 59.8
21.5 , 59.9
21.4 , 60.0
21.4 , 60.0
21.4 , 60.1
21.4 , 60.1
21.4 , 60.1
21.4 , 60.1
21.3 , 60.2
21.3 , 60.2
21.3 , 60.3
21.3 , 60.3
21.3 , 60.3
21.3 , 60.3
21.3 , 60.4
21.3 , 60.4
21.3 , 60.4
21.2 , 60.4
21.2 , 60.4
21.2 , 60.4
21.2 , 60.4
21.2 , 60.5
21.2 , 60.5
21.2 , 60.5
21.2 , 60.5
21.2 , 60.5
21.2 , 60.5
21.2 , 60.6
21.2 , 60.6
21.2 , 60.6
21.2 , 60.6
21.2 , 60.6
21.1 , 60.6
21.2 , 60.7
21.2 , 60.7
21.2 , 60.7
21.2 , 60.7
21.1 , 60.7
21.1 , 60.8
21.1 , 60.8
21.1 , 60.8
21.1 , 60.8
21.1 , 60.8
21.1 , 60.9
21.1 , 60.9
21.1 , 60.9
21.1 , 60.9
21.1 , 60.9
21.1 , 60.9
21.1 , 60.9
21.1 , 60.9
21.1 , 60.9
21.0 , 60.9
21.1 , 60.9
21.1 , 61.0
21.1 , 60.9
21.1 , 61.0
21.1 , 61.0
21.1 , 61.0
21.1 , 61.0
21.1 , 60.9
21.1 , 61.0
21.0 , 61.0
21.1 , 61.0
21.1 , 60.9
21.0 , 60.9
21.0 , 61.0
21.0 , 61.0
21.0 , 61.0
21.0 , 61.0
21.0 , 61.1
21.0 , 61.1
21.0 , 61.1
21.0 , 61.1
21.0 , 61.1
21.1 , 61.0
21.1 , 61.0
21.0 , 60.9
21.0 , 61.0
21.1 , 60.9
21.0 , 60.9
21.0 , 61.0
21.0 , 61.0
21.0 , 61.0
21.0 , 61.0
21.0 , 61.0
21.0 , 61.0
21.1 , 61.0
21.1 , 61.0
21.1 , 61.0
21.0 , 61.0
21.0 , 60.9
21.0 , 60.9
21.0 , 60.9
21.0 , 61.0
21.0 , 61.0
20.9 , 61.0
20.9 , 61.0
20.9 , 61.1
20.9 , 61.1
20.9 , 61.1
20.9 , 61.1
20.9 , 61.2
20.9 , 61.2
20.9 , 61.2
20.9 , 61.3
20.9 , 61.3
20.9 , 61.3
20.9 , 61.3
20.9 , 61.3
20.9 , 61.2
20.9 , 61.2
20.9 , 61.2
20.9 , 61.2
20.9 , 61.3
20.9 , 61.2
20.9 , 61.2
20.9 , 61.2
20.9 , 61.2
20.9 , 61.3
20.9 , 61.3
20.9 , 61.3
20.9 , 61.3
20.9 , 61.3
20.8 , 61.3
20.8 , 61.3
20.8 , 61.4
20.9 , 61.4
20.8 , 61.4
20.9 , 61.4
20.9 , 61.4
20.9 , 61.4
20.8 , 61.4
20.8 , 61.4
20.8 , 61.4
20.8 , 61.4
20.8 , 61.4
20.8 , 61.4
20.8 , 61.5
20.8 , 61.4
20.8 , 61.5
20.8 , 61.5
20.8 , 61.5
